Name,Artist,Times
Charity,533,540
Charity,724,321
Charity,163,314
Charity,715,392
Charity,729,242
Charity,720,433
Charity,833,669
Charity,735,189
Charity,709,740
Charity,737,206
Charity,511,646
Charleen,17336,0
Charleen,12408,0
Charleen,273,30
Charleen,11070,21
Charleen,12270,0
Charleen,12406,0
Charleen,11064,0
Charleen,6562,27
Charleen,11685,0
Charleen,1544,21
Charleen,11076,0
Charleen,11080,29
Charleen,4512,33
Charleen,482,0
Charleen,11062,21
Charleen,331,0
Charleen,317,30
Charleen,239,0
Charleen,12409,0
Charleen,12403,22
Charleen,1821,0
Charleen,18364,0
Charleen,10608,0
Charleen,11069,39
Charleen,262,0
Charleen,11071,20
Charleen,12268,31
Charleen,9905,23
Charleen,9904,26
Charleen,11083,0
Charleen,8071,0
Charleen,12404,20
Charleen,3318,45
Charleen,11067,21
Charleen,12261,20
Charleen,2242,0
Charleen,10257,23
Charlotta,706,970
Charlotta,732,62
Charlotta,821,220
Charlotta,4163,127
Charlotta,3509,93
Charlotta,3244,185
Charlotta,4156,388
Charlotta,4155,495
Charlotta,2342,109
Charlotta,837,91
Charlotta,7341,0
Charlotta,4164,107
Charlotta,1249,92
Charlotta,504,437
Charlotta,928,569
Charlotta,2970,120
Charlotta,1276,139
Charlotta,503,113
Charlotta,917,557
Charlotta,607,97
Charlotta,945,200
Charlotta,1992,280
Charlotta,2746,152
Charlotta,1260,198
Charlotta,918,1253
Charlotta,4160,108
Charlotta,707,1771
Charlotta,1214,193
Charlotta,1714,233
Charlotta,4157,188
Charlotta,843,83
Charlotta,4165,90
Charlotta,1931,332
Charlotta,1104,64
Charlotta,4158,187
Charlotta,947,127
Charlotta,1914,209
Charlotta,227,209
Charlotta,4161,98
Charlotta,2341,222
Charlotta,4154,611
Charlotta,348,156
Charlotte,-1,252
Charlotte,2047,0
Charlotte,306,0
Charlotte,289,0
Charlotte,17276,91
Charlotte,7960,270
Charlotte,-1,230
Charlotte,913,0
Charlotte,9417,0
Charlotte,475,447
Charlotte,1441,0
Charlotte,466,0
Charlotte,11673,331
Charlotte,2838,325
Charlotte,4693,181
Charlotte,-1,43
Charlotte,3461,0
Charlotte,1760,0
Charlotte,16804,0
Charlotte,701,130
Charlotte,349,0
Charlotte,907,0
Charlotte,1058,254
Charmane,464,228
Charmane,544,529
Charmane,687,868
Charmane,333,926
Charmane,1455,144
Charmane,295,858
Charmane,306,2074
Charmane,289,1998
Charmane,1042,405
Charmane,2084,86
Charmane,12312,1481
Charmane,475,98
Charmane,161,193
Charmane,679,1893
Charmane,230,635
Charmane,1032,269
Charmane,329,137
Charmane,300,861
Charmane,466,476
Charmane,55,517
Charmane,298,59
Charmane,377,806
Charmane,67,376
Charmane,538,268
Charmane,209,145
Charmane,2080,357
Charmane,1037,719
Charmane,543,130
Charmane,1246,110
Charmane,498,4297
Charmane,646,496
Charmane,288,1025
Charmane,701,1910
Charmane,531,95
Charmane,344,127
Charmane,2085,55
Charmane,1452,84
Charmane,412,62
Charmane,972,88
Charmian,486,186
Charmian,1672,65
Charmian,206,1151
Charmian,2580,83
Charmian,1098,137
Charmian,56,119
Charmian,1382,58
Charmian,913,67
Charmian,2823,116
Charmian,378,96
Charmian,540,759
Charmian,8460,1118
Charmian,2841,72
Charmian,504,222
Charmian,1194,69
Charmian,5439,71
Charmian,228,73
Charmian,7,132
Charmian,45,712
Charmian,5111,258
Charmian,209,1323
Charmian,1796,1117
Charmian,233,1425
Charmian,1246,315
Charmian,173,187
Charmian,-1,222
Charmian,1974,105
Charmian,975,85
Charmian,1210,235
Charmian,6453,1031
Charmian,11754,451
Charmian,1048,94
Charmian,1099,100
Charmian,3058,81
Charmian,537,1311
Charmian,709,156
Charmian,907,97
Charmian,2600,109
Charmian,425,85
Charmian,412,95
Charmion,3882,183
Charmion,3883,192
Charmion,3870,446
Charmion,2047,379
Charmion,333,889
Charmion,5340,421
Charmion,-1,525
Charmion,3873,360
Charmion,3876,314
Charmion,474,1441
Charmion,3871,365
Charmion,297,355
Charmion,3879,253
Charmion,3307,644
Charmion,3864,545
Charmion,986,450
Charmion,775,607
Charmion,-1,25
Charmion,3869,510
Charmion,3868,344
Charmion,3861,522
Charmion,3881,260
Charmion,3867,363
Charmion,3878,228
Charmion,3854,1340
Charmion,3860,577
Charmion,966,455
Charmion,3862,491
Charmion,3875,316
Charmion,1772,313
Charmion,1220,191
Charmion,8769,350
Charmion,3877,230
Charmion,-1,222
Charmion,69,508
Charmion,17286,685
Charmion,15117,113
Charmion,258,280
Charmion,1432,241
Charmion,961,959
Charmion,-1,210
Charmion,885,301
Charmion,13005,510
Charmion,3866,420
Charmion,3046,757
Charmion,3857,604
Charmion,3880,317
Chelsea,5242,648
Chelsea,11813,2307
Chelsea,18604,1489
Chelsea,-1,281
Chelsea,-1,2302
Chelsea,12955,2439
Chelsea,4166,2290
Chelsea,5544,103
Chelsea,-1,902
Chelsea,13771,885
Chelsea,6467,996
Chelsea,9898,247
Chelsea,7353,2362
Chelsea,-1,855
Chelsea,5962,115
Chelsea,8620,1061
Chelsea,-1,1823
Chelsea,13872,260
Chelsea,16671,1389
Chelsea,15300,281
Chelsea,18311,2405
Chelsea,12572,2284
Chelsea,13956,1841
Chelsea,10361,1855
Chelsea,-1,2747
Chelsea,5173,2401
Chelsea,1511,39
Chelsea,3117,2355
Chelsea,1984,620
Chelsea,11458,226
Chelsea,-1,346
Chelsea,9378,346
Chelsea,-1,1083
Chelsea,-1,440
Chelsea,18631,2257
Chelsea,-1,2065
Chelsea,12180,2624
Chelsea,10307,2370
Chelsea,16950,2217
Chelsea,17520,2114
Chelsea,3165,737
Chelsea,11314,1660
Chere,486,114
Chere,464,104
Chere,1934,461
Chere,1444,76
Chere,802,504
Chere,1672,496
Chere,333,146
Chere,295,251
Chere,289,654
Chere,1042,241
Chere,386,96
Chere,352,204
Chere,327,158
Chere,292,367
Chere,65,50
Chere,475,55
Chere,161,523
Chere,4562,44
Chere,1032,294
Chere,329,55
Chere,15459,2395
Chere,331,70
Chere,55,126
Chere,1447,362
Chere,89,3016
Chere,294,2853
Chere,377,132
Chere,538,150
Chere,461,491
Chere,311,126
Chere,484,51
Chere,310,47
Chere,1037,1341
Chere,543,142
Chere,302,116
Chere,1808,131
Chere,288,1483
Chere,686,819
Chere,701,1145
Chere,344,143
Chere,1443,50
Cherey,-1,1345
Cherey,6923,2968
Cherey,18543,2626
Cherey,-1,928
Cherey,-1,1419
Cherey,8647,678
Cherey,-1,160
Cherey,4767,2092
Cherey,7565,315
Cherey,212,2586
Cherey,-1,1789
Cherey,-1,706
Cherey,17634,276
Cherey,-1,1934
Cherey,3879,1778
Cherey,1397,3135
Cherey,8828,1732
Cherey,-1,2988
Cherey,7560,2031
Cherey,16429,3628
Cherey,7511,42
Cherey,13334,3382
Cherey,12665,2145
Cherey,16764,752
Cherey,4858,2181
Cherey,12732,3226
Cherey,11300,3071
Cherey,-1,2969
Cherey,-1,2444
Cherey,-1,1374
Cherey,8562,3021
Cherey,8601,2677
Cherey,-1,2315
Cherey,7446,2133
Cherey,10207,667
Cherey,4198,3434
Cherey,12988,327
Cherey,-1,1114
Cherey,-1,1584
Cherey,8631,2020
Cherey,9096,958
Cherice,207,60
Cherice,14847,35
Cherice,875,63
Cherice,203,230
Cherice,6196,40
Cherice,65,141
Cherice,2552,78
Cherice,15721,186
Cherice,72,240
Cherice,14189,54
Cherice,3646,28
Cherice,8633,92
Cherice,982,69
Cherice,1090,71
Cherice,88,0
Cherice,230,85
Cherice,1249,124
Cherice,1116,61
Cherice,4616,70
Cherice,441,186
Cherice,716,26
Cherice,969,118
Cherice,432,26
Cherice,377,52
Cherice,2780,209
Cherice,493,32
Cherice,2176,36
Cherice,2531,108
Cherice,234,91
Cherice,3461,39
Cherice,13655,158
Cherice,1083,233
Cherice,85,91
Cherice,1089,98
Cherice,868,190
Cherice,1515,37
Cherice,1107,34
Cherice,1048,72
Cherice,5030,93
Cherice,2128,0
Cherice,1534,68
Cherice,429,189
Cherice,424,64
Cherice,709,43
Cherice,2666,26
Cherice,221,29
Cherice,-1,0
Cherice,1239,22
Cherice,13860,256
Cherida,206,513
Cherida,13922,573
Cherida,13918,660
Cherida,13915,784
Cherida,13930,359
Cherida,13928,464
Cherida,13919,602
Cherida,7259,427
Cherida,10336,493
Cherida,1826,413
Cherida,578,1504
Cherida,11935,799
Cherida,7073,991
Cherida,5169,1049
Cherida,13813,651
Cherida,13916,935
Cherida,1963,890
Cherida,1946,497
Cherida,5119,690
Cherida,10363,943
Cherida,13932,451
Cherida,610,1055
Cherida,13923,470
Cherida,1230,686
Cherida,1606,572
Cherida,10333,1187
Cherida,13921,606
Cherida,2698,908
Cherida,220,725
Cherida,1849,1526
Cherida,13912,1492
Cherida,3778,464
Cherida,1427,628
Cherida,12137,2000
Cherida,13920,674
Cherida,13815,815
Cherida,13931,459
Cherida,13924,603
Cherida,13927,460
Cherie,464,105
Cherie,6923,7093
Cherie,293,1390
Cherie,333,108
Cherie,455,171
Cherie,295,232
Cherie,2696,7877
Cherie,306,268
Cherie,-1,3994
Cherie,1985,222
Cherie,324,662
Cherie,1433,239
Cherie,3663,10819
Cherie,161,107
Cherie,699,3956
Cherie,378,137
Cherie,2933,4437
Cherie,15827,6879
Cherie,1032,163
Cherie,329,10752
Cherie,16524,384
Cherie,466,648
Cherie,89,1230
Cherie,294,711
Cherie,13712,10256
Cherie,532,208
Cherie,67,2651
Cherie,157,399
Cherie,1326,6972
Cherie,302,110
Cherie,498,281
Cherie,11484,10811
Cherie,3322,242
Cherie,528,240
Cherie,288,339
Cherie,701,2060
Cherie,330,581
Cherie,344,402
Cherie,4184,123
Cherie,10414,8475
Cherie,3712,139
Cherie,14600,108
Cherie,349,748
Cherie,424,100
Cherie,907,851
Cherie,5099,197
Cherie,13125,35
Cherie,9760,3705
Cherilynn,903,2550
Cherilynn,293,390
Cherilynn,325,351
Cherilynn,295,3921
Cherilynn,1098,535
Cherilynn,306,1308
Cherilynn,289,53589
Cherilynn,3200,320
Cherilynn,292,1840
Cherilynn,3488,1670
Cherilynn,265,432
Cherilynn,304,4290
Cherilynn,15209,27618
Cherilynn,2024,2330
Cherilynn,389,1373
Cherilynn,8363,542
Cherilynn,906,11753
Cherilynn,525,4080
Cherilynn,524,6381
Cherilynn,430,528
Cherilynn,291,1757
Cherilynn,890,2053
Cherilynn,55,2898
Cherilynn,89,22503
Cherilynn,298,3953
Cherilynn,523,2271
Cherilynn,67,38856
Cherilynn,257,4002
Cherilynn,2022,961
Cherilynn,157,1220
Cherilynn,8169,54596
Cherilynn,534,286
Cherilynn,-1,49623
Cherilynn,1580,374
Cherilynn,-1,26433
Cherilynn,5036,4767
Cherilynn,3057,1210
Cherilynn,288,1477
Cherilynn,9378,21064
Cherilynn,4350,473
Cherilynn,535,465
Cherilynn,3206,253
Cherilynn,349,750
Cherilynn,680,1868
Cherilynn,4656,44408
Cherilynn,251,517
Cherilynn,972,1994
Cherilynn,17430,12296
Cherilynn,2102,6645
Cherilynn,5084,9321
Cherin,11065,1791
Cherin,15075,740
Cherin,3354,389
Cherin,6605,1892
Cherin,1054,2090
Cherin,13312,816
Cherin,1487,0
Cherin,14791,1909
Cherin,9118,1725
Cherin,12203,1636
Cherin,-1,112
Cherin,7329,1370
Cherin,17141,662
Cherin,13275,518
Cherin,-1,1105
Cherin,-1,1933
Cherin,7155,973
Cherin,10654,336
Cherin,2048,1926
Cherin,-1,306
Cherin,6293,355
Cherin,12079,1457
Cherin,2490,1396
Cherin,2611,652
Cherin,-1,1072
Cherin,-1,779
Cherin,12528,982
Cherin,8617,1250
Cherin,12976,1800
Cherin,16644,1311
Cherin,17195,1857
Cherin,12187,240
Cherise,15164,157
Cherise,15165,160
Cherise,903,449
Cherise,14337,131
Cherise,1098,773
Cherise,65,513
Cherise,1095,301
Cherise,3871,3094
Cherise,2398,2742
Cherise,689,606
Cherise,58,229
Cherise,230,2321
Cherise,5405,164
Cherise,-1,3195
Cherise,2328,1466
Cherise,15162,267
Cherise,89,2980
Cherise,-1,67
Cherise,298,603
Cherise,532,356
Cherise,1400,203
Cherise,12357,851
Cherise,190,298
Cherise,209,290
Cherise,11822,271
Cherise,4980,1841
Cherise,173,248
Cherise,-1,3364
Cherise,1513,115
Cherise,4733,2972
Cherise,13529,135
Cherise,418,346
Cherise,720,232
Cherise,3456,334
Cherise,166,109
Cherise,6450,791
Cherise,229,108
Cherise,1512,121
Cherise,4224,292
Cherise,2128,157
Cherise,14459,288
Cherise,1384,123
Cherise,15163,181
Cherise,11492,210
Cherise,3781,3055
Cherise,425,135
Cherise,444,124
Cherrita,706,135
Cherrita,732,99
Cherrita,506,163
Cherrita,16129,564
Cherrita,3509,111
Cherrita,1369,283
Cherrita,5689,229
Cherrita,4273,156
Cherrita,7043,355
Cherrita,4272,211
Cherrita,1372,166
Cherrita,-1,50
Cherrita,920,146
Cherrita,1143,126
Cherrita,10194,130
Cherrita,5818,573
Cherrita,3438,176
Cherrita,1112,189
Cherrita,14077,489
Cherrita,2966,87
Cherrita,-1,348
Cherrita,7048,104
Cherrita,370,135
Cherrita,7046,114
Cherrita,7044,109
Cherrita,1412,532
Cherrita,1254,374
Cherrita,707,191
Cherrita,4605,100
Cherrita,630,122
Cherrita,233,117
Cherrita,724,93
Cherrita,7047,108
Cherrita,163,610
Cherrita,-1,545
Cherrita,1513,108
Cherrita,1110,115
Cherrita,1259,125
Cherrita,12416,161
Cherrita,4107,60
Cherrita,6258,124
Cherrita,1806,124
Cherrita,227,151
Cherrita,868,135
Cherrita,961,209
Cherrita,3417,296
Cherrita,2347,110
Cherrita,1531,108
Cherrita,1366,135
Cherrita,2213,29
Cherry,283,80
Cherry,333,109
Cherry,-1,37
Cherry,1854,113
Cherry,12027,141
Cherry,12035,59
Cherry,1681,114
Cherry,9962,118
Cherry,5459,54
Cherry,2983,88
Cherry,12033,73
Cherry,8732,84
Cherry,499,113
Cherry,679,174
Cherry,2987,85
Cherry,-1,267
Cherry,-1,326
Cherry,-1,328
Cherry,1470,45
Cherry,2082,78
Cherry,-1,98
Cherry,12030,74
Cherry,8728,461
Cherry,498,163
Cherry,7249,119
Cherry,1855,49
Cherry,8047,43
Cherry,6123,82
Cherry,-1,174
Cherry,4639,98
Cherry,1809,65
Cherry,4177,77
Cherry,-1,69
Cherry,12032,72
Cherry,1247,103
Cherry,7754,55
Cherry,1859,66
Cherry,1857,62
Cheslie,53,1198
Cheslie,440,2829
Cheslie,199,1024
Cheslie,3700,1234
Cheslie,2139,726
Cheslie,9446,600
Cheslie,748,1959
Cheslie,12002,578
Cheslie,9129,1091
Cheslie,236,1101
Cheslie,2281,1168
Cheslie,3504,911
Cheslie,11783,705
Cheslie,12001,859
Cheslie,225,1379
Cheslie,3694,731
Cheslie,1947,815
Cheslie,154,1356
Cheslie,3707,713
Cheslie,12005,600
Cheslie,418,878
Cheslie,1504,2096
Cheslie,6151,2633
Cheslie,622,1292
Cheslie,2573,1088
Cheslie,6910,928
Cheslie,12000,706
Cheslie,2416,1958
Cheslie,1983,603
Cheslie,12004,588
Cheslie,6217,1593
Cheslie,12003,897
Cheslie,4079,639
Cheslie,1888,982
Cheslie,13454,1351
Cheslie,2402,1189
Cheslie,425,616
Cheslie,5549,1032
Cheslie,629,666
Cheslie,18240,1033
Chiarra,5805,397
Chiarra,17117,2616
Chiarra,5797,772
Chiarra,968,464
Chiarra,5801,541
Chiarra,5803,382
Chiarra,5802,377
Chiarra,1709,376
Chiarra,5071,485
Chiarra,-1,359
Chiarra,757,708
Chiarra,5793,1243
Chiarra,5808,338
Chiarra,5799,540
Chiarra,14357,2653
Chiarra,5807,380
Chiarra,5806,347
Chiarra,517,1016
Chiarra,12286,1632
Chiarra,5791,4313
Chiarra,238,870
Chiarra,1632,380
Chiarra,774,1088
Chiarra,4249,2920
Chiarra,685,1513
Chiarra,173,2189
Chiarra,-1,1872
Chiarra,2835,319
Chiarra,5804,392
Chiarra,1044,375
Chiarra,-1,72
Chiarra,2958,283
Chiarra,845,438
Chiarra,2831,633
Chiarra,2681,1242
Chiarra,1099,320
Chiarra,703,343
Chiarra,5798,649
Chiarra,5800,435
Chiarra,5795,745
Chiarra,2193,304
Chiarra,6272,772
Chiarra,12814,2931
Chlo,3398,836
Chlo,464,648
Chlo,816,3741
Chlo,501,604
Chlo,13265,2583
Chlo,1672,330
Chlo,10552,2648
Chlo,5168,3042
Chlo,1043,317
Chlo,779,2312
Chlo,7576,3772
Chlo,324,674
Chlo,757,962
Chlo,8320,3108
Chlo,540,323
Chlo,693,499
Chlo,-1,1154
Chlo,355,273
Chlo,15714,1496
Chlo,547,1702
Chlo,228,945
Chlo,432,2112
Chlo,89,238
Chlo,12802,3795
Chlo,17339,2331
Chlo,538,1210
Chlo,533,457
Chlo,691,164
Chlo,1106,380
Chlo,154,882
Chlo,220,338
Chlo,481,1160
Chlo,1186,377
Chlo,898,441
Chlo,403,2918
Chlo,1541,504
Chlo,229,670
Chlo,1512,324
Chlo,424,784
Chlo,1390,443
Chlo,412,4152
Chlo,5253,468
Chlo,10378,2503
Chrissie,464,473
Chrissie,-1,1723
Chrissie,325,364
Chrissie,1455,455
Chrissie,295,2143
Chrissie,306,2426
Chrissie,289,1339
Chrissie,327,662
Chrissie,4460,2328
Chrissie,474,395
Chrissie,3859,482
Chrissie,304,276
Chrissie,328,417
Chrissie,3317,1491
Chrissie,475,1202
Chrissie,161,561
Chrissie,17408,1417
Chrissie,545,707
Chrissie,14468,1221
Chrissie,17980,617
Chrissie,4562,773
Chrissie,7340,1049
Chrissie,1613,412
Chrissie,290,389
Chrissie,458,395
Chrissie,329,380
Chrissie,300,1218
Chrissie,466,584
Chrissie,291,930
Chrissie,228,319
Chrissie,15137,2553
Chrissie,294,397
Chrissie,527,343
Chrissie,257,1506
Chrissie,538,1279
Chrissie,461,356
Chrissie,191,464
Chrissie,691,1033
Chrissie,288,3047
Chrissie,330,356
Chrissie,531,527
Chrissie,349,882
Chrissie,3608,2089
Chrissie,3318,632
Chrissie,17462,1735
Chrissy,6756,435
Chrissy,440,256
Chrissy,1159,589
Chrissy,206,541
Chrissy,618,560
Chrissy,1098,5996
Chrissy,195,222
Chrissy,-1,1733
Chrissy,1424,290
Chrissy,1553,748
Chrissy,2268,228
Chrissy,16009,2810
Chrissy,15905,3227
Chrissy,981,295
Chrissy,2277,150
Chrissy,4486,193
Chrissy,5150,378
Chrissy,7505,277
Chrissy,11068,3881
Chrissy,13712,3631
Chrissy,67,221
Chrissy,261,199
Chrissy,3697,197
Chrissy,6994,1032
Chrissy,-1,2849
Chrissy,10415,165
Chrissy,858,773
Chrissy,1097,180
Chrissy,1106,393
Chrissy,154,295
Chrissy,-1,1180
Chrissy,2521,711
Chrissy,11591,157
Chrissy,1735,218
Chrissy,418,1413
Chrissy,622,202
Chrissy,11588,332
Chrissy,1730,319
Chrissy,227,405
Chrissy,11589,179
Chrissy,6217,175
Chrissy,429,144
Chrissy,424,152
Chrissy,1390,651
Chrissy,-1,3733
Chrissy,629,535
Christa,14117,2558
Christa,13259,3659
Christa,9544,2385
Christa,13209,1267
Christa,2420,2267
Christa,10839,1896
Christa,12546,603
Christa,13593,1668
Christa,2727,3472
Christa,17945,265
Christa,5255,167
Christa,2490,1615
Christa,9948,1905
Christa,13958,2026
Christa,9042,313
Christabella,2954,220
Christabella,726,499
Christabella,3183,276
Christabella,1113,576
Christabella,748,174
Christabella,708,774
Christabella,516,338
Christabella,3244,207
Christabella,2381,416
Christabella,978,274
Christabella,920,323
Christabella,-1,1579
Christabella,6130,260
Christabella,8014,189
Christabella,4520,1736
Christabella,2363,259
Christabella,4287,895
Christabella,36,223
Christabella,7,421
Christabella,918,514
Christabella,707,182
Christabella,864,361
Christabella,2362,483
Christabella,10859,147
Christabella,1410,739
Christabella,509,158
Christabella,1701,162
Christabella,1104,759
Christabella,2011,2929
Christabella,10855,363
Christabella,6257,1178
Christabella,1203,129
Christabella,10857,174
Christabella,519,233
Christabella,2964,196
Christabella,198,587
Christabella,10854,328
Christabella,4665,2771
Christabella,5666,105
Christabella,5672,189
Christabella,10858,254
Christian,31,974
Christian,17748,2727
Christian,207,1222
Christian,14625,4320
Christian,2738,85
Christian,203,4490
Christian,2130,102
Christian,5071,171
Christian,3093,1511
Christian,599,109
Christian,72,140
Christian,12826,360
Christian,7325,182
Christian,7324,208
Christian,689,168
Christian,491,346
Christian,1090,1305
Christian,2537,1288
Christian,1379,1751
Christian,1075,214
Christian,225,238
Christian,-1,2984
Christian,969,2100
Christian,228,658
Christian,432,238
Christian,89,121
Christian,377,2022
Christian,1400,489
Christian,2029,146
Christian,5836,96
Christian,2122,163
Christian,190,3882
Christian,460,208
Christian,533,1095
Christian,173,528
Christian,1648,3701
Christian,227,354
Christian,7327,141
Christian,857,273
Christian,1107,267
Christian,229,235
Christian,424,371
Christian,15052,348
Christian,7078,3074
Christian,2193,133
Christian,16188,4721
Christiane,816,795
Christiane,2162,6712
Christiane,1195,4434
Christiane,440,572
Christiane,210,2900
Christiane,3030,1070
Christiane,779,407
Christiane,1409,773
Christiane,2608,2786
Christiane,3032,690
Christiane,3028,1034
Christiane,56,1154
Christiane,3758,565
Christiane,3039,445
Christiane,1396,9449
Christiane,768,2264
Christiane,3027,1775
Christiane,2582,597
Christiane,3036,329
Christiane,3043,413
Christiane,3035,538
Christiane,225,366
Christiane,366,1100
Christiane,604,4538
Christiane,3040,305
Christiane,3038,502
Christiane,691,385
Christiane,805,3350
Christiane,2824,1332
Christiane,3041,409
Christiane,3037,345
Christiane,808,581
Christiane,3025,8058
Christiane,64,415
Christiane,3044,328
Christiane,3031,754
Christiane,1099,1545
Christiane,1988,361
Christiane,2610,3561
Christiane,3026,3175
Christiane,1858,1214
Christiane,1390,6962
Christiane,-1,4806
Christiane,1546,1387
Christina,9464,211
Christina,706,4384
Christina,17039,2408
Christina,1079,49
Christina,2463,217
Christina,3592,2861
Christina,1415,205
Christina,1372,190
Christina,2342,932
Christina,5156,55
Christina,14569,1705
Christina,8795,45
Christina,6959,116
Christina,2183,46
Christina,9274,157
Christina,5844,518
Christina,1639,45
Christina,945,38
Christina,1358,151
Christina,1412,87
Christina,9461,282
Christina,2838,1619
Christina,918,602
Christina,9463,289
Christina,9465,137
Christina,9466,56
Christina,5008,48
Christina,959,41
Christina,-1,1535
Christina,5820,906
Christina,176,60
Christina,3993,103
Christina,9462,320
Christina,9334,103
Christina,868,125
Christina,9459,622
Christina,2558,58
Christina,2844,211
Christina,2341,441
Christina,2347,927
Christina,9460,575
Christina,1366,87
Christina,956,861
Christina,2953,387
Christy,726,482
Christy,875,389
Christy,4675,192
Christy,2475,272
Christy,1415,419
Christy,1707,410
Christy,1372,257
Christy,712,865
Christy,5485,345
Christy,10897,373
Christy,4790,275
Christy,1639,496
Christy,1358,472
Christy,1411,291
Christy,517,334
Christy,2746,280
Christy,1981,1993
Christy,1412,1207
Christy,489,303
Christy,7,445
Christy,707,1509
Christy,5488,167
Christy,234,569
Christy,2616,349
Christy,7414,248
Christy,163,920
Christy,152,724
Christy,-1,848
Christy,1974,231
Christy,1104,340
Christy,1351,240
Christy,1099,204
Christy,1977,289
Christy,735,282
Christy,1710,434
Christy,2901,229
Christy,10898,307
Christy,10899,255
Christye,9419,1122
Christye,3972,29
Christye,-1,1046
Christye,9924,388
Christye,1300,1980
Christye,-1,2635
Christye,15481,1665
Christye,10062,2612
Christye,3864,568
Christye,8848,1260
Christye,8915,953
Christye,1544,1852
Christye,15027,2077
Christye,15067,1205
Christye,8286,1033
Christye,-1,1030
Christye,122,814
Christye,14526,1414
Christye,17045,86
Christye,10681,1860
Christye,1811,1081
Christye,3498,2162
Christye,17567,1669
Christye,5612,267
Christye,11748,0
Christye,-1,370
Christye,7700,2683
Christye,9889,150
Christye,18318,2180
Christye,7829,2671
Chrystal,2146,439
Chrystal,7482,49
Chrystal,603,1030
Chrystal,744,1593
Chrystal,6189,354
Chrystal,748,2683
Chrystal,7486,0
Chrystal,749,257
Chrystal,7479,56
Chrystal,-1,1301
Chrystal,-1,1482
Chrystal,757,94
Chrystal,14881,130
Chrystal,7480,36
Chrystal,4345,1493
Chrystal,7471,98
Chrystal,7468,93
Chrystal,10376,1497
Chrystal,7498,0
Chrystal,7484,21
Chrystal,7470,103
Chrystal,7475,59
Chrystal,7478,64
Chrystal,2944,0
Chrystal,1354,612
Chrystal,7497,0
Chrystal,7476,66
Chrystal,7483,32
Chrystal,1801,75
Chrystal,7472,58
Chrystal,7477,66
Chrystal,-1,811
Chrystal,2673,52
Chrystal,7473,59
Chrystal,12669,1640
Chrystal,7488,20
Chrystal,3521,57
Chrystal,7489,0
Chrystal,453,607
Chrystal,616,91
Chrystal,7491,0
Chrystal,7490,0
Chrystal,7481,55
Chrystal,7494,0
Chrystal,7466,299
Chrystal,1222,52
Chrystal,2688,0
Chrystal,7474,70
Chrystal,7467,134
Chrystal,7373,23
Cicely,9184,454
Cicely,4777,143
Cicely,11410,976
Cicely,6281,2628
Cicely,-1,2211
Cicely,1692,3503
Cicely,5778,1267
Cicely,8304,520
Cicely,9012,2930
Cicely,6219,3475
Cicely,9144,387
Cicely,13853,2823
Cicely,3450,2642
Cicely,3767,865
Cicely,-1,2135
Cicely,-1,1974
Cicely,18029,924
Cicely,12719,3442
Cicily,-1,1474
Cicily,506,1616
Cicily,-1,2444
Cicily,-1,284
Cicily,12838,1539
Cicily,-1,1235
Cicily,5609,2368
Cicily,-1,2209
Cicily,3221,195
Cicily,5481,2140
Cicily,970,2233
Cicily,9581,1817
Cicily,13970,935
Cicily,13460,1262
Cicily,6786,1140
Cicily,-1,1005
Cicily,18388,2450
Cicily,14037,1636
Cicily,6291,2573
Cicily,5504,741
Cicily,3066,1890
Cicily,4739,671
Cicily,-1,879
Cicily,13535,2138
Cicily,3178,1747
Cicily,-1,1704
Cinda,7828,4983
Cinda,210,221
Cinda,2605,39
Cinda,757,829
Cinda,204,50
Cinda,2602,80
Cinda,72,6227
Cinda,2131,48
Cinda,66,213
Cinda,1397,53
Cinda,1379,68
Cinda,1075,138
Cinda,18449,674
Cinda,7094,3677
Cinda,89,47
Cinda,377,64
Cinda,1072,256
Cinda,238,70
Cinda,2601,75
Cinda,234,134
Cinda,533,48
Cinda,173,1659
Cinda,81,83
Cinda,154,252
Cinda,1104,41
Cinda,159,49
Cinda,229,1195
Cinda,1983,79
Cinda,1099,95
Cinda,443,160
Cinda,424,51
Cinda,1384,61
Cinda,709,133
Cinda,703,106
Cinda,-1,5901
Cinda,419,106
Cinda,1390,61
Cinda,2600,240
Cindelyn,17355,163
Cindelyn,17336,747
Cindelyn,17345,206
Cindelyn,17364,144
Cindelyn,17340,268
Cindelyn,2952,144
Cindelyn,17363,112
Cindelyn,10912,156
Cindelyn,17366,103
Cindelyn,17348,152
Cindelyn,10552,446
Cindelyn,2254,835
Cindelyn,-1,592
Cindelyn,17342,278
Cindelyn,17362,148
Cindelyn,17358,166
Cindelyn,17371,107
Cindelyn,5326,226
Cindelyn,17346,200
Cindelyn,266,177
Cindelyn,17352,179
Cindelyn,-1,580
Cindelyn,3673,615
Cindelyn,17333,762
Cindelyn,17356,168
Cindelyn,17368,102
Cindelyn,17338,482
Cindelyn,17354,150
Cindelyn,17357,165
Cindelyn,2446,235
Cindelyn,17349,194
Cindelyn,15573,465
Cindelyn,17339,431
Cindelyn,5679,515
Cindelyn,16301,579
Cindelyn,17359,142
Cindelyn,9720,72
Cindelyn,17337,471
Cindelyn,17334,1037
Cindelyn,17351,198
Cindelyn,17347,180
Cindelyn,9397,130
Cindelyn,17369,92
Cindelyn,17365,94
Cindelyn,5656,154
Cindelyn,9642,734
Cindelyn,-1,184
