date,income,term,interest,principal,approved,adj_bls_2,id,race_asian,race_black,race_hispanic/latino,race_other,race_white,gender_female,gender_male,gender_non-binary,zip_60611.0,zip_60614.0,zip_60615.0,zip_60623.0,zip_60625.0,zip_60626.0,zip_60637.0,type_auto,type_home,type_personal
2018-11-01,84920.0,180.0,b'gAAAAABijUOscXV5LUyhBkNicOFEx3ux6LmBvCPrKzE1uQeheGpRxVis3SnyyyESvs6FDhR8X3DOduQV2UW59dyzpxIV0LNsBF1sQqyIg9OZuzznOqX6xW8=',b'gAAAAABijUOsm59fptplXynG8OEohVtsF4eyj5jdT9yhdaaQckQLZhxKIw0qGxUvdEbXm1JpMEJKKB4KkkmB1d75oBXOsIY3OQ==',False,2.2,AP201811-3-48,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2011-08-01,14070.0,12.0,b'gAAAAABijUOsmk30zfeqIxMv4D_O9eNujppP8zbwQ4pNDklFNt1G1cVlMeSYZB4R-qj_jydsJQpaFmJkMfulXSdf1SUwRQaZW7Q_mkTrpSg6wYiAfaiPFfw=',b'gAAAAABijUOsx7kKnrA3vssSO77EuxCGr-ZNfPOCGeswX1VDrDoxnOiS6UWA_0A27zAzTglqMG_fHzjWKUeTHjPQsC8xRz_cgQ==',True,0.1,AP20118-2-24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2016-02-01,2658.0,24.0,b'gAAAAABijUOsKq9qzl6GUj6O-x6b-wj50ppGL4dZ-3nAVjC9adN18O8xQN-nU0iv1oZ9rxDleM9WQgVTQIymTKrD04ABz9SZTDtF5tvbiTEfndwfbRc36g8=',b'gAAAAABijUOsO31s0SPNZoI0Bp432kYdQ-sV6kVWIl7Fhox_45ZrTWKvp-k-AZ2fzM5b04geg74faReGZEuM2c6NrjYf7BpupQ==',False,0.38,AP20162-2-56,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2015-09-01,35386.0,60.0,b'gAAAAABijUOskNljcnHP1TtWS4W3JVcCXsuG2UaoCju2SzHcjsDubYcQDEmc7swhJ0uhWTm1wHzt4eRtQ7__0BLonJjnETEiL_yez0WZROfsWxwEey_mv8I=',b'gAAAAABijUOsAt9WI1gXXKqFAi6w_SbuwQK6GkVTpOJTH_LN7SEnidtVVKLlO66b7sfNYlQ0awV4xjXSGJAjHrWDiMhNDirMow==',False,0.14,AP20159-0-41,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2018-11-01,39739.0,24.0,b'gAAAAABijUOsl_wolWAg79_YbnTN31cFvWPYOlKUQORNPMNhXUqHg6RPG1N9MhSMS6Y6DiOpnYYxh726CZ8M6YHmun-FH7mIVzb_0qSA3Op_22m0WoR_NJk=',b'gAAAAABijUOs9SACo3Mz1xRPNIdxArZ_P0mQe8lPVYqUWdOaWTNap-yv5uBjr4Va99Vqmy9JbEY5D-3WaDdn0IadWiEs-0IiZQ==',True,2.2,AP201811-2-72,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2018-06-01,101407.0,360.0,b'gAAAAABijUOsifvVtG78Ah1ZNZ4-87Je1SpgnsPGuwTGcAbj6bcPbqhlsBtCton2wp9hTXPxltMwkEZ0Q5EyLaiwWoptJ7VZOZUziH2Q7yuUVY8n8UF1rzI=',b'gAAAAABijUOseDQeu4KcOYf9OQAXghE_FZ1pBS8AiRvAehK2f3ztwROzm9N-ZId7Nsjp_Qn-_2HUGuN8cnqp3wiGqokd2ATrOA==',True,1.82,AP20186-1-42,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2016-11-01,76344.0,300.0,b'gAAAAABijUOsYW6_vMXoqJgUhj5eMeU5hFqaHssMeSnN6oxplqjiCumXLXxBpfGUe_dQ549Qn2Y19ErnLb2LLTgcX5n1CXEH9Hg0rYh7f-6YyVkqQIEHdYo=',b'gAAAAABijUOsXpm5vwzJXQy7-JsMtOuqn2V9tp4B76-6YSBZodw0VKjmhAP4qtDPBbm93wsZCGb_n-RO3U3U9kno_iPfsKBa8Q==',True,0.41,AP201611-0-18,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2016-01-01,3067.0,60.0,b'gAAAAABijUOs146yO0gIPSg0DMF8q105WtogeFx4Ronbbv4zchSbF3hB230lP2tonbxmSBd1GSv3835Q6gbFjliwmOc7ZeXvNqZqfcas6J2Qp8P5hXHthtk=',b'gAAAAABijUOsU2xtIq3preik2-JjZy4f4pZXNpUBJAxcqISUzm6FeCaEudHFOc70vbacvprR8UhauiJfLee62sbRbRwmCM7GIw==',True,0.34,AP20161-2-62,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2013-12-01,9742.0,240.0,b'gAAAAABijUOsW0diLCkJiy6PYRR6vdTDeYCgS3JA6WLyzVhxvqSv9wa0LTJSWQo39QR5QOd-jBokgoyFyc2SEtgGbfaQK5qFUPBUBFCidxvxt9-NjVer9R8=',b'gAAAAABijUOs3senTlzB4Mw48iJppq4Rqkoazu_q2E28KLp7pcZmVp7f17o22v6qU17Y-WtDfxcUOEGMKuIjEjTuNwumGEQvfA==',False,0.09,AP201312-0-80,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2016-11-01,109148.0,240.0,b'gAAAAABijUOsJYvVkufBlTEhu3YG8huodjIlNMtvXpBDu09WQxqmU1CQI3jhYE1aDp09v-tfNGPxaoNIiQAAAqCYz8sWTBRurvkIsrZa5s8w0qOx64-Sxkw=',b'gAAAAABijUOs9WiLKwoG1Gr2OqeBd2AwiELQ5RiINA4Fj4eQcpBRgmbYfvEiVxESrwITCE2o2ykQPwd5DAJENUBydAO65ZskAw==',False,0.41,AP201611-0-68,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2013-04-01,74083.0,360.0,b'gAAAAABijUOsevbIEOFpEznC0oYv43CI-8YP6l1rvsT9ZFvbUi7FrEXtYbW2RAm6xXBYw_GT2awd2XAn_b-18kGRMT8pNhYWJfwHMVLjMjf6G-8g34Og-TM=',b'gAAAAABijUOspOape_OU-fABWkCAbfoBPG9AEZf8GV4_zhxKMlC_JRAsC_munGZdJ5TIfZzKs2v719zKVdxjdC7eBusP3epPOg==',False,0.15,AP20134-0-51,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2012-02-01,23178.0,18.0,b'gAAAAABijUOsylZvARwH9zZHNPp2rl_PJi2HQNzoG1VZV_ePNe54n4MRGg5pEQsa7nxubDhyCXqF4Q6WQAtyAkr_nrXsWhfHuGpw62lpY1AugQ5pQOqXt40=',b'gAAAAABijUOsTeQfLcI8oVwKnHY_xDrPXVHTzHSpeUDtK-ZxAfbYhdR_gC2QorHDYMWo1w9OXs2EQTzydLgn8i3UE8hZRvMsUA==',True,0.1,AP20122-2-52,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2016-06-01,32216.0,72.0,b'gAAAAABijUOsQPkZOOn7ED_Vv01d0cmrk8lDqOajnCdpCH14NNaXlnYltJ0DJKJfMfAixlculroOVmXnAaVYn16Jx8IMCSTytHrHdfvMMPuplW2uIsVYros=',b'gAAAAABijUOscyO3KSjKr0f7epDFFPVM2eohm_TURpNoZZC6XhFS0EGeW9rjLEYENiQdWopEPZKzNlLRu8_XNT-tDX53G1sbPg==',False,0.38,AP20166-0-58,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2011-10-01,25350.0,360.0,b'gAAAAABijUOsUue8YimbF8vWsRES0phgO2Li9LkBLUCcd5iusL571WDPsmh3FioDOykidIcbmHLJiui0jK12jluGhHoikMB0eioMmQxBXcBb0BPLb-WOOZI=',b'gAAAAABijUOs9UBoOC2JSZtF5UKjnuj5bliFNBufgLfpklKshDvNnEKSDvLXDqLN9K20XF2mjGSivCfnotfwcbQ4qAp1Y7_6Tw==',True,0.07,AP201110-3-49,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
2016-04-01,42962.0,300.0,b'gAAAAABijUOsO9G-iQ9MD3z8tsD--WwZ7hTXHP6Tpzxu78iBSSvlI7y8n8rVzx7Du4fiU_ohorQtl7jKsHGlPcYl2aUtFO4p8RV4wbzZf9zHmHQ4a6cv4vQ=',b'gAAAAABijUOs0C35B_ntabOq77Yf8ZRO_ewxj74_50RDRj8rSeUHwbPPwH2advklZtWO1hzNUbAMPTvHHNq7pE19mPGxCUGOBQ==',False,0.37,AP20164-1-95,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2018-01-01,50107.0,240.0,b'gAAAAABijUOsbnWxA_OIR_x8FhbzEEA-lVTB2hmJ82iRz-7pv1_nUuVzgSQGWMM0V5VGl0dq3tgOKPHW7qz14FI7ptilaD-wfB_Yxld8abu5HcRXmMYtq2I=',b'gAAAAABijUOsgS35gMK99uP-Iv3aZN7a9WOjDY6KRICrH9YFdWS0ouP9H-ADEpKByZUaGB7GPBZ-6YEde9CqNJz9BulhotAnOw==',False,1.41,AP20181-2-93,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2013-03-01,5494.0,18.0,b'gAAAAABijUOsM7P4YuRHAAJiMZU4zIR5LcCP_u_g19ZpMHDweg3TV6HlsrQmEAxJTSjwY5UbNQzrcQQMtDLBkQdmU4kQMLs0jc4HX8qwLS5Px2n1WTxQvP8=',b'gAAAAABijUOsDdyU7GmBcJW8Wwx_Q-vaqnG0-6_sagZ9XAHmcpKyj_pg39-tdN_IE1nyc_a1rmOKuBoypzNvljcH8AjGxc1dTA==',False,0.14,AP20133-1-30,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2014-12-01,25823.0,300.0,b'gAAAAABijUOsZvjMa2J502yWGtMKFZ9BjtJaomdfEpB01gMCQUij0dgmlAIC1ie_SdvV0cR_J86VKwAUiIc_kKL_vY_95Q9MmJjtWQ8pjt8bfR9nWWc6J8U=',b'gAAAAABijUOsDzvY3yrjvLlZp7FJszlI0iYMSmCT5wm1FFfXnCxCMp1GPLBykcbK967DDRQjR5TLtvc5iE0y8swxy76YXs7thw==',False,0.12,AP201412-0-44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2018-11-01,27844.0,72.0,b'gAAAAABijUOszRgAeg2uhsDnLdkpA7GKCN_67asht4INF3D1i0gJmub8hEPDT6DloN-qBHTfps3GZFry6QTk4TaTAXBVBS0cOsl9qo2H0vcA5xGa1w25cSk=',b'gAAAAABijUOsA-J62Ezzu0bWvGUrzR9Ba53YPGlEOY8F7ocDWH5ynBvhW1qJoUy67OU6CXb2k7_pv3tJZIiLCikjmDsQCsO3Rw==',False,2.2,AP201811-1-42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2013-11-01,79274.0,84.0,b'gAAAAABijUOsrthZqoFtfiSeBlVo4-Dri8sYFB8J_CENMn6CYryuglgVrNTVCSe64zNKMdrzalLOhQenYk11njohZFLMR1sBCZDGfEdYl2bEQ82mvoUD7yc=',b'gAAAAABijUOsVUvOi16hdqOY7HGh5r6f4c_D948Nt8Ip5_E2uR_EPDbLlZqoO0a8xqqOcqT0F8o-gm5OoXsGoxhRHh_m2DJPCA==',True,0.08,AP201311-1-45,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2013-09-01,13501.0,72.0,b'gAAAAABijUOsmOTz3MVsyez1nmTHmclBGUx__NQZlS1osPdkpM_I7W4eZvUbWe3b5MDkmgSmIR96bkc-r0xg4R_w3JVm4z6j5EsECs-6W5RSIJsLbixOtWk=',b'gAAAAABijUOsO12o3LQ4nuXvsWhWoSg6nZMVNkCdmG4l00ggl9RljwkaebQU5A5gYAEh-sU3TjF8DPUD6eASVJbN91_hwqGKkQ==',False,0.08,AP20139-2-45,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2015-03-01,121477.0,360.0,b'gAAAAABijUOs2iAOxbKln3mYaUXwd73eRQiTXRV2cCX9Vt5Lwo5YEK1P5dEBCH1WGQcPfEpwBZdDOJ1VOmhZvGzwVQyEw66R_V0oW1ACa5xtFQCVEvrWpao=',b'gAAAAABijUOssbn8OUqQ2OSleceV3eVel4c0jDInRI0h8rY23lBvXYDcJtd0JXr8M-hO8Zf9bFwzGuja38EriHl-6RP6wKwMCA==',True,0.11,AP20153-2-58,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2015-10-01,17918.0,60.0,b'gAAAAABijUOsP5peHP2O6CjLSkP6qCb15oyojWd7ufWD77R8_7665cUcZqqCJwhviSgZAiycnJ8XL0sBTlXcfP15q1fyKtAYXgihS_yObHba3m54-qizZBQ=',b'gAAAAABijUOstW0QqbT-qfiRViafQpIzww_0Zb160rDBOnREwePLCpyHb2HOekgw8OFiV99HVpUy6P0DmBDlPcw_yp7cj_0GjA==',True,0.12,AP201510-0-21,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018-03-01,329941.0,84.0,b'gAAAAABijUOse-p60uC4O080Y9o_RoTvcvMvz7Lx6_cYjtPP4sX55jqDy-3pnPd7QsEPeTZKbCb6xGXkaJHjBxPsPFcNWI1hxFqUCcz-rKtQHHPwkyC0kvI=',b'gAAAAABijUOsdh6bhehiFVkkO3_sHhDvA_lPfLMbZEkbb2Bqji3zorGfURmXmryssbp85pYsZT_nxlfpaIx876blAgTPphF9TA==',True,1.51,AP20183-2-69,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2015-11-01,89410.0,300.0,b'gAAAAABijUOsBleBdgLLZ-H9UpcmuovdxqJExGCdtrqEFguUIRptz7s91bw0ZC2U75wjLngjl0MIjY3MF-YXfuMx2CWxlLgTiypPlyEqOrMnnABDPT0MZVk=',b'gAAAAABijUOslVMvqYGnqz1ylf1Vx15WNOMmN9aJFs5Sz3NdNrgHanrEY37x89e-Cby7shYZbzp46yllmdVm2BUd7WQhUtpbtg==',False,0.12,AP201511-3-23,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2013-04-01,629.0,84.0,b'gAAAAABijUOshyKnEd_QioC__FznROPHRAxha9b8l_WLnMpTYawfuzrk_-U5RuEw3aUUvaSzRydsB0nGm7GvMks6aDeV9ABMri05HrwNTgjcVkR-ETVVGyI=',b'gAAAAABijUOs19Js5yiiTmYX1ixOenEUhlYU_4Uigbb96oOgnwb28uJMwI6oEk4vO_bywoo17U_5NHyDNr1NeBCRayhDPgkiOw==',False,0.15,AP20134-0-15,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2016-04-01,48679.0,12.0,b'gAAAAABijUOs_8PJpcvBdGRLsZKgi4bkFiWgdqvvOZ5IQk_rMau1y8OOTAKXNd_KwLAy_sqytxas8EArFZ4GmGKMyI1qb7a3vaJJlpquC1NYJhORTxMNlUU=',b'gAAAAABijUOszuUQxW3GRuDA3Az5AQmVIv5olVsWc_pXl2gR8vzbss_DYiglU0OhSM59uGF6HEsdCNciUC9ImqbxIDZwrgkwPg==',True,0.37,AP20164-1-89,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2015-09-01,42247.0,84.0,b'gAAAAABijUOstX8YGlvuUFJwBTenbBJ4NuUjzBDsnpsuyaoyepLaw8prqmEEv30XCiKMTtZoNquerqWfiNwZTM8e1dAVFF8DhiYfhgDs4-Zb_OPkVUgG8Ps=',b'gAAAAABijUOsmhoY0ZYCBXiHo47CAENy0V1r2nBblRODJVzhmczrR62sjDrMs3XCmYkr62zItS5YCHbAMwk_g0uLExsgpHICOg==',False,0.14,AP20159-3-60,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2016-07-01,102194.0,240.0,b'gAAAAABijUOsPksygne0EnALNWKklV2Z49qCAl7fbXuozZwUf-dZCb2KAby2V2fv09H4aOWfxxhWVUsYWzHiA9vUaa7JyX8zpJVSBnNbhHWSham_u7tPF_U=',b'gAAAAABijUOsM25T9hkTMQkVz_Afn1yAWbm1X2Breo74969WmWbCHvt92f9qMX6h6cIiLhyLHrTe1HJowMv_Tol4A4zZNI2W0A==',False,0.39,AP20167-3-86,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2016-03-01,21092.0,84.0,b'gAAAAABijUOsDEC31f3maRQk5EdRcSMQq9SDGvuTk1o0kub-1O4iOXF57WEFuuF36rIcTu9n2wps0UKYIcmEDvpCwjm5IekhPzIt4wFVMbShx57xlvYx0oM=',b'gAAAAABijUOsCHplSKN_uWxTHbHV8rIyA_3ap2wf6NVdIl9-kr5b7tQnUOR7YQxmN4IvYDYSPMoHbWuNrVu5-QDGBNZzs7TEnQ==',False,0.36,AP20163-1-19,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2013-08-01,59204.0,180.0,b'gAAAAABijUOsL8CcX6_gSwdRbIjNN_GZ1_RUc8m03ZR9sxo89lm0VwmwcMssnHU8bOjnrXIJaWgiTCuqg02pYJDbzRoU66PXS1XIkx6yByXR9WttUowUQcU=',b'gAAAAABijUOsok7AViqObnMXoYbn0Sx-zezTSfUJsVG59-RmJEJJtVqDY51Ci8iEbrYkclF_RdEB9yv0nKYtv1woBAmmTar_vw==',False,0.08,AP20138-2-29,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2017-09-01,52176.0,60.0,b'gAAAAABijUOsUYhGloM250T1ws4u86xV74LJxLyGjbT5SOr3zlOKpz8X9nhD-HRqwrO7d1ORlnXk6ptpNGNnqf3vaSseEgl1EsOhfZpyBOM_Ga5gxAgO0Ew=',b'gAAAAABijUOs4wyc4PUx0I7s1vGzcOmBaWWMHwNHiP0yTURuuKfhKoXpwNgUJl7jcXzjYIdTfmfH-DfhqVRRPn1CxOAGG5uBzg==',False,1.15,AP20179-1-89,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2011-03-01,16048.0,72.0,b'gAAAAABijUOsZTGWU99BTX-NOqOC-ZxNrAWg8eydmvjKY3gE10DtE9kdqbMIgLxzsvyDQUbfagZd13d1iYrCpzZeVzlBN_AoIEia00d6NyhdiCBxYIeHZbk=',b'gAAAAABijUOsvdda3x_Mfi1o0AyKUDTBHPJUijC0klYLdRP0ekxvUAKbh_bJe0oBWQhUUGMWu0bPwJuttuXwRV6Z0aEeojxXhw==',False,0.14,AP20113-0-38,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2018-08-01,50383.0,84.0,b'gAAAAABijUOsd9PClxwzqhReExcxXmJFJ2bfLpw4IGehDD6X6WTiyGtHeZyk_dVXSOeOAukdyHuEk-fuXSsVtSMUzNSYvZsLZgNSd9vGt5_EwZnUZ7_JbIM=',b'gAAAAABijUOszHznzgLDedCt-o2YZzyLVF_kG_b2xZLTClX12ouVG6aAjSu1NfaM5nok66ajoyhZVwq4XYcg4Nyj7f-4cjjncA==',False,1.91,AP20188-1-89,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2017-03-01,189741.0,300.0,b'gAAAAABijUOs_I9GDCqidh4xxOzbMDTX3qa9NYgVkXP32dn4ZQR2xbMP5uH8e9lem29VsCK5vngHTkJIeqG-Jo5xwZqbja9qUsYlkeGiZRtQY3gIkLuOswU=',b'gAAAAABijUOshb3o6KS-XsJXOcpcbbSD9k661eQh4KhyVaBB8IZTBTvMwhtyztOkJgWLRe1DKXfuG5XOiKvuk_JETIQQBC0_og==',True,0.79,AP20173-3-99,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2013-08-01,73698.0,18.0,b'gAAAAABijUOsxXiO95o1zD6UiNijAtI0OHWWvPKqDqu0RWsZQFiu---P-ucZV1O5C4GBivOo_GSmXjJoo0zaKxuL7edG5zWg08hu1DpAqfBG77BKooJSoYA=',b'gAAAAABijUOsGtS2VZnfnOCFiJYKqq-EkjFmByoK-41YZzDrKQvuV4SIZ3doP2ny6vqcDtfY8N57ZfgUiqPP-9r-PDHbq3XJTw==',True,0.08,AP20138-0-74,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2015-04-01,57353.0,300.0,b'gAAAAABijUOsNK__p3iaDJ8hM_hztbCVIqFL3uzx8VNMsVGs7opqf4fy_ZZlkwI_xcP84A1IY_x52EOlXvRJdlbCKhGTa4YDC5EHtmte2WOnE8abEs6TWMs=',b'gAAAAABijUOsn10FoJ4HavGRBEAa8WpajN-W8afivw59uHQPS8aFlJCI-yiGOiSeZmIhttR66SrvvRGmNr9JRPlQVXF5TkxddA==',False,0.12,AP20154-2-16,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2013-09-01,22656.0,18.0,b'gAAAAABijUOsBSy19m1Ix6lhWyt4hnfN-nHQBZjm98gkfkq3i6Bh3pED4Az7LTZwFn6CF06seR0yStR9ZdlL_DtiRDxdY8GilEAqhTRnA2_otMjTnUis4uc=',b'gAAAAABijUOsFEJhJYP6iNyYS2U7iXpdcqZAvkwu7SndixL2pVtjlVXkP26raz73nj5fywaC1r2vKiHeV9mld8tyMCkzEBisPQ==',True,0.08,AP20139-1-33,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2017-05-01,14342.0,72.0,b'gAAAAABijUOsmCsB7Wu47de25Ptt7NVI_i-yLnPXoX8qYM7MUQgjl_qfBX_sFFAc-D0br8P8kvbBxox23lPaw7US_0b362FNSZcr2M68Ez-HoXxfrlA74ek=',b'gAAAAABijUOsQgoFYoz7dncW-tuGx2tj5EdGFnuqtYSOrBsitRlbKA0rd-YWMte4Js-EzRqW2YsenN8C0jzuqm7lJnFV2Bc-sA==',False,0.91,AP20175-0-55,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2012-03-01,20919.0,84.0,b'gAAAAABijUOsG_7E7zLGcXZSxfNvRsM_pAL78Sx0eCda_z43pdrBTdckWpnwVQnv9z_pEEx3AuErhjzXMi-p93TqTbHDe_IaQ4A8qcR4zNzsoBC4WvSOrH0=',b'gAAAAABijUOsj2FBHelE0HmnQM2JuI06oM6m1SMmgMpuzeJVSbxx1q1aXiyi24OnMYiP5UmO9DWVTCM_ninC2OINIDbY3D598Q==',False,0.13,AP20123-1-23,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2018-08-01,114606.0,72.0,b'gAAAAABijUOsMkU4qpUmSxnQpJNyjcVuoKil-g2aapqyoERO9DwSpGqW0vp564Dxw6DfS-ZG5doqFuOSPg56Wk3beNeqkannWcBn7V5fPj2Ft0xYGOu18y4=',b'gAAAAABijUOsfTtJzRBOicoB5l2q9PGXMuUOguT7yQ3x7vRTZWP00tGAuEZsGEi-f2Bo4dVliCqllzYrMM9d9hYhgURn7wrFUA==',False,1.91,AP20188-2-32,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2017-01-01,92099.0,60.0,b'gAAAAABijUOsNkvoJzXTuxuHa_pDnE93Epd-BjBK89RT9RIe898maijhPdOUI0Gb6kHtCO55LtmugkRoPF5Wjn9cy9dW54V67HvaW6FGNje3tfFrGnatf-g=',b'gAAAAABijUOsksFxel-ABdYiX_cp_TpITIlsUmfNM9UXYZOWik1392yBQt4ujXjEJaOSjgjGkWU8dvP1PDuDYA5i6zIFhHHiEA==',False,0.65,AP20171-3-58,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
2015-01-01,104679.0,360.0,b'gAAAAABijUOsJDs8CbpqcpxWlXOUHhSRXb6x5_TEnwm0aE-ULRpVD9WxKE0BJE0MsDdiTebqpmriOV6uy4OX7Z5cH4Vllxg9iHmpC77AWGVvNrw6eVLNblg=',b'gAAAAABijUOsiU1569b5SqHq6jnhSfCnWuVX2UTCKaKTq90erYcNieTdLukgL1CSMgjQHnIWORwPFoJFVLpO5f2LRpuGEtsr0g==',True,0.11,AP20151-3-3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2017-12-01,98328.0,84.0,b'gAAAAABijUOsuCfeVukCb5O_0pttuKd7uIQeKobb_jJpsav_geebx3f2_nDeTBtLcIwaKbWy_t1aBt4ttWX-PbXWg1GDKtBEqKAy44fBu-uG2KmlFZBJPz4=',b'gAAAAABijUOs0w8AFzIS4waXxYEbpPK7ewDDwZbtxsmnPuVeftfPmwpT3Ujur2yLAsHxfdVSs3yz_7-74gu3KSThzGWSHb-vbA==',True,1.3,AP201712-2-68,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2017-12-01,34778.0,72.0,b'gAAAAABijUOsKCZhzITDGtPf24IfBRZJL8Qv2MK2kLlhJDuKsr6hxudeG57PTcljJGrYwVUBw6fi8D6zyVwGkMQ_V7z86iffsF0ohPqnLDKVMiYPFVE5ALE=',b'gAAAAABijUOsjZyg4BVMY6SYtZRQ5sl6wmDVgQGfd7RYrjVBxq_JpOtkyLnKFB5v46p02qxVB6390fdcSUq4bEawChC4aWidRg==',True,1.3,AP201712-1-28,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2012-08-01,29690.0,72.0,b'gAAAAABijUOsPF98SYAWaI9CtIHMzMa5vQ4nvouAXH_-b0AGtE5GH-Z9-gmNH6hmq03TlomjUwCkt8bFCatXx00mjgoIq3yCQxDHfwuWlVSWxQ7Lu3fnErQ=',b'gAAAAABijUOsEYr-mB7niPBP5jB9wKCHLn1hUfxVJ9H2Vr6M8lztVsFP-R-OqTJMd63OjiVq9xkR-hmBAt9-2gnGjoddRMAMKw==',False,0.13,AP20128-1-51,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2016-04-01,53120.0,18.0,b'gAAAAABijUOsTKykPJEJCAQIzTBS2WJ5JccZJrFCFjHPk-kFKln7A4vUvQSnZDL1GPbweMpGugldWQ-lqvnkHCNWmQgSW4X1FzPDCzpHiFOHum3uYXX0DpE=',b'gAAAAABijUOsdnBXEMuERJ_RJMZ5RsYqsJH24dE3YxEvcQ9GSOek1M1PqkI8dncJwQadaNpcFe3Ou2fN1WQ_wJ6tLc6EaYvLBg==',True,0.37,AP20164-0-38,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2014-06-01,13638.0,72.0,b'gAAAAABijUOsi_DmSNC8GmMHGWJ2KYNZ-11hGqqTyyZaOkqOwNlFlKgwPrN-VSdb6Oe4aKRjDWfTYMyNzmEV-egVZ4e1VIa9YHzNPNDlRIAvabd5GwzhOvU=',b'gAAAAABijUOs8kmLIdBAbxDMfaLUn-ct9006you_bw4WOqiRmy0UaQwWhkYDnNHVFEigFo9HAR2ts6zB7l5B8xtPU9kKmV_esA==',False,0.1,AP20146-3-77,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-12-01,27757.0,60.0,b'gAAAAABijUOsWgnce0TMwIkkPKvN7QU5FzVy9aVZikmDBlXV9182GPWhm1krhsmxFfv1Hz0I6YpcVhQuW74Yk8pyCSfuftsskjZQX5sYD0Jc1GCa4f-h4RE=',b'gAAAAABijUOs0Ipzly_brxD3JHuiq8bj4aV4zCQ4y3i9Y7mwTETTQImMsuDaBAZiOqRFD_F3xkQBP2yOci8lxPVbX3KLDz6nXA==',False,1.3,AP201712-0-36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2017-11-01,13574.0,60.0,b'gAAAAABijUOsYFU30HWrOTuHVMPblg4C0EaT6gF47K8SFmal-XLI0xhOqWZmej8GhKRXmhnbNj0Etez6kM_Rx9qejlsOjdeNReffYsYwk9EfjGRHYb3ofxw=',b'gAAAAABijUOsqJkkbBmScIVXsbrRAG_rWHYhkqfkKe9A5MoILqqwhwd40WynktwrTEzU56BHxuPk07KCmC8MosGqUj-7wlhylA==',True,1.16,AP201711-0-73,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
